state_id,county,fips_code,policy_level,date,policy_type,start_stop,comments,source,total_phases
ND,Barnes,38003,county,9/3/2020,Outdoor and Recreation,start,"Policy_Details: - Fitness centers, gyms and indoor/outdoor sporting events may consider opening.
- Pre-screen and monitor employees for symptoms.
- Gatherings in facilities can be up to 50% certificate of occupancy for that room but no more than 250 people.
- Masks and social distancing required.   Source information: https://ndresponse.gov/sites/www/files/documents/covid-19/ND%20Smart%20Restart/Additional%20Resources/NDSmartRestartPlan.pdf",sip_submission_form: https://ndresponse.gov/sites/www/files/documents/covid-19/ND%20Smart%20Restart/Additional%20Resources/NDSmartRestartPlan.pdf,5
ME,,,state,3/15/2020,State of Emergency,start,"Other measures and details for this policy include: alcohol liquor stores open, keep firearms sellers open",BU COVID-19 State Policy Database,
ID,,,state,3/25/2020,Gyms,start,"Other measures and details for this policy include: alcohol liquor stores open, keep firearms sellers open",BU COVID-19 State Policy Database,
MO,Jackson,29095,county,5/11/2020,New Phase,start,"Policy_Details: Barber/Salons: Open(with limitations), Venues: Closed, Gyms: Open (25/10% capacity), Retail: Open (25/10% capacity), Restaurants & Bars: Open (25/10% capacity)   Source information: https://www.jacksongov.org/DocumentCenter/View/6767/Phase-1-Recovery-Plan-Revised-May-12-2020",sip_submission_form: https://www.jacksongov.org/DocumentCenter/View/6767/Phase-1-Recovery-Plan-Revised-May-12-2020,
ND,,,state,3/20/2020,Entertainment,start,"Other measures and details for this policy include: alcohol liquor stores open, keep firearms sellers open",BU COVID-19 State Policy Database,
MS,Claiborne,28021,county,7/13/2020,Manufacturing,start,"Policy_Details: Executive Order by Governor Tate Reeves signed on 7/10, but only applying to Claiborne, Desoto, Grenada, Harrison, Hinds, Jackson, Jefferson, Madison, Quitman, Rnakin, Sunflower, Washington, and Wayne Counties. Amends Safe Return EO 1492/1496/1500/1505 for these counties. 
All businesses should be following relevant guidelines in these counties such as employee screening/reporting daily, social distancing, cleaning, and face coverings when 6 ft not possible.   Source information: https://www.sos.ms.gov/content/executiveorders/ExecutiveOrders/1507.pdf",sip_submission_form: https://www.sos.ms.gov/content/executiveorders/ExecutiveOrders/1507.pdf,
MS,Sunflower,28133,county,7/13/2020,Manufacturing,start,"Policy_Details: Executive Order by Governor Tate Reeves signed on 7/10, but only applying to Claiborne, Desoto, Grenada, Harrison, Hinds, Jackson, Jefferson, Madison, Quitman, Rnakin, Sunflower, Washington, and Wayne Counties. Amends Safe Return EO 1492/1496/1500/1505 for these counties. 
All businesses should be following relevant guidelines in these counties such as employee screening/reporting daily, social distancing, cleaning, and face coverings when 6 ft not possible.   Source information: https://www.sos.ms.gov/content/executiveorders/ExecutiveOrders/1507.pdf",sip_submission_form: https://www.sos.ms.gov/content/executiveorders/ExecutiveOrders/1507.pdf,
TX,Lampasas County,48281,county,4/1/2020,Shelter in Place,start,Lampasas County Policy Start,wikidata,
CO,,,state,3/12/2020,Nursing Homes,start,"Other measures and details for this policy include: religious gatherings exempt without clear social distance mandate, alcohol liquor stores open, keep firearms sellers open",BU COVID-19 State Policy Database,
ME,Knox,23013,county,5/18/2020,Food and Drink,start,"Policy_Details: Rural Reopening : restaurants open for indoor & outdoor dining Phase Level: 1, Phase Details Source information: https://www.maine.gov/covid19/restartingmaine",sip_submission_form: https://www.maine.gov/covid19/restartingmaine,3
TX,Calhoun County,48057,county,4/3/2020,Shelter in Place,start,Calhoun County Policy Start,wikidata,
TX,Harrison County,48203,county,3/31/2020,Shelter in Place,start,Harrison County Policy Start,wikidata,
FL,Miami-Dade,12086,county,7/3/2020,Entertainment,start,"Policy_Details: Emergency Order 25 by County Mayor: Commencing at 12:01 a.m., Friday, July 3, 2020 and extending through 11:59 p.m., Monday, July 6, 2020  no parades shall be allowed during this time period. Municipal firework shows may take place during this time period but only in strict compliance with the social distancing and facial covering requirements of Emergency Order 10-20 and Emergency Order 21-20, as amended. Per Emergency Order 21-20, parks must close by 8 p.m.   Source information: https://www.miamidade.gov/information/library/coronavirus-emergency-order-25-20.pdf",sip_submission_form: https://www.miamidade.gov/information/library/coronavirus-emergency-order-25-20.pdf,
ND,LaMoure,38045,county,9/3/2020,Outdoor and Recreation,start,"Policy_Details: - Operate under heightened hygiene & cleaning standards.
- Monitor employees for symptoms.
- Large groups allowed such as festivals and sporting events. 
- Mass gatherings are permitted when following proper safety guidance and procedures.   Source information: https://ndresponse.gov/sites/www/files/documents/covid-19/ND%20Smart%20Restart/Additional%20Resources/NDSmartRestartPlan.pdf",sip_submission_form: https://ndresponse.gov/sites/www/files/documents/covid-19/ND%20Smart%20Restart/Additional%20Resources/NDSmartRestartPlan.pdf,5
ME,Franklin,23007,county,5/18/2020,Outdoor and Recreation,start,"Policy_Details: Rural Reopening :  wilderness campsites & sporting camps open  Phase Level: 1, Phase Details Source information: https://www.maine.gov/covid19/restartingmaine",sip_submission_form: https://www.maine.gov/covid19/restartingmaine,3
GA,,,state,4/3/2020,Shelter in Place,start,State Policy Start,wikidata,
UT,,,state,5/1/2020,Entertainment,start,"Other measures and details for this policy include: alcohol liquor stores open, keep firearms sellers open",BU COVID-19 State Policy Database,
OK,,,state,4/24/2020,Resumed Elective Medical Procedures,start,"Other measures and details for this policy include: alcohol liquor stores open, keep firearms sellers open, made effort to limit abortion access",BU COVID-19 State Policy Database,
ND,Morton,38059,county,9/3/2020,Food and Drink,start,"Policy_Details: - Curbside pickup, takeout, and delivery options preferable.
- Dine-in service limited to 50% of normal seating capacity with extreme caution.
- Pre-screen and monitor employees for symptoms.
- No more than 10 people per table.
- Masks and social distancing required.   Source information: https://ndresponse.gov/sites/www/files/documents/covid-19/ND%20Smart%20Restart/Additional%20Resources/NDSmartRestartPlan.pdf",sip_submission_form: https://ndresponse.gov/sites/www/files/documents/covid-19/ND%20Smart%20Restart/Additional%20Resources/NDSmartRestartPlan.pdf,5
TN,Knox County,47093,county,3/24/2020,Shelter in Place,start,Knox County Policy Start,wikidata,
TN,,,state,4/1/2020,Non-Essential Businesses,start,"Other measures and details for this policy include: religious gatherings exempt without clear social distance mandate, alcohol liquor stores open, keep firearms sellers open, made effort to limit abortion access",BU COVID-19 State Policy Database,
MS,,,state,3/24/2020,Nursing Homes,start,"Other measures and details for this policy include: alcohol liquor stores open, keep firearms sellers open, made effort to limit abortion access",BU COVID-19 State Policy Database,
MS,Grenada,28043,county,7/13/2020,Childcare (K-12),start,"Policy_Details: Executive Order by Governor Tate Reeves signed on 7/10, but only applying to Claiborne, Desoto, Grenada, Harrison, Hinds, Jackson, Jefferson, Madison, Quitman, Rnakin, Sunflower, Washington, and Wayne Counties. Amends Safe Return EO 1492/1496/1500/1505 for these counties. 
All businesses should be following relevant guidelines in these counties such as employee screening/reporting daily, social distancing, cleaning, and face coverings when 6 ft not possible.   Source information: https://www.sos.ms.gov/content/executiveorders/ExecutiveOrders/1507.pdf",sip_submission_form: https://www.sos.ms.gov/content/executiveorders/ExecutiveOrders/1507.pdf,
VT,,,state,5/14/2020,Stop Enforcement Of Evictions Overall Or Due To Covid Related Issues,start,"Other measures and details for this policy include: alcohol liquor stores open, keep firearms sellers open, paid sick leave",BU COVID-19 State Policy Database,
AK,,,state,3/18/2020,Food and Drink,start,"Other measures and details for this policy include: alcohol liquor stores open, keep firearms sellers open, made effort to limit abortion access",BU COVID-19 State Policy Database,
MI,Cheboygan,26031,county,7/31/2020,Entertainment,start,"Policy_Details: Region 6 indoor cinemas, convention centers, performance spaces, meeting halls, sports arenas, and theaters open at 25% capacity or 250 people (whichever is smaller); outdoor concert spaces, race tracks, sports arenas, and stadiums open at 25% capacity or 500 people (whichever is smaller)    Source information: https://www.michigan.gov/whitmer/0,9309,7-387-90499_90705-535195--,00.html","sip_submission_form: https://www.michigan.gov/whitmer/0,9309,7-387-90499_90705-535195--,00.html",
WY,,,state,3/19/2020,Gyms,start,"Other measures and details for this policy include: alcohol liquor stores open, keep firearms sellers open",BU COVID-19 State Policy Database,
ND,Williams,38105,county,9/3/2020,Non-Essential Businesses,start,"Policy_Details: Personal Services (i.e. Salon, Tattoo)
- Personal care services may consider opening.
- Operate under strict hygiene protocols.
- No food and beverage should be served.
- Masks and social distancing required.
Retail
- Employers exercise extreme caution, with employees working remotely when possible. 
- On-site work pre-screen and monitor employees for symptoms. 
- Masks and social distancing required.

   Source information: https://ndresponse.gov/sites/www/files/documents/covid-19/ND%20Smart%20Restart/Additional%20Resources/NDSmartRestartPlan.pdf",sip_submission_form: https://ndresponse.gov/sites/www/files/documents/covid-19/ND%20Smart%20Restart/Additional%20Resources/NDSmartRestartPlan.pdf,5
NY,,,state,3/21/2020,Froze Mortgage Payments,start,"Other measures and details for this policy include: religious gatherings exempt without clear social distance mandate, alcohol liquor stores open",BU COVID-19 State Policy Database,
WV,,,state,3/30/2020,Modify Medicaid Requirements With 1135 Waivers Date Of CMS Approval,start,"Other measures and details for this policy include: religious gatherings exempt without clear social distance mandate, alcohol liquor stores open, keep firearms sellers open, made effort to limit abortion access",BU COVID-19 State Policy Database,
TN,,,state,5/1/2020,Resumed Elective Medical Procedures,start,"Other measures and details for this policy include: religious gatherings exempt without clear social distance mandate, alcohol liquor stores open, keep firearms sellers open, made effort to limit abortion access",BU COVID-19 State Policy Database,
MT,,,state,3/28/2020,Shelter in Place,start,State Policy Start,wikidata,
PA,Beaver County,42007,county,3/28/2020,Shelter in Place,start,Beaver County Policy Start,wikidata,
NV,,,state,5/9/2020,Mandate Face Mask Use By All Individuals In Public Facing Businesses,start,"Other measures and details for this policy include: keep firearms sellers open, paid sick leave",BU COVID-19 State Policy Database,
UT,Wasatch County,49051,county,4/1/2020,Shelter in Place,start,Wasatch County Policy Start,wikidata,
OH,,,state,3/9/2020,Allow Expand Medicaid Telehealth Coverage,start,"Other measures and details for this policy include: religious gatherings exempt without clear social distance mandate, alcohol liquor stores open, keep firearms sellers open, made effort to limit abortion access",BU COVID-19 State Policy Database,
CT,,,state,3/9/2020,Nursing Homes,start,"Other measures and details for this policy include: alcohol liquor stores open, keep firearms sellers open, paid sick leave",BU COVID-19 State Policy Database,
CT,,,state,3/17/2020,Childcare (K-12),start,"Other measures and details for this policy include: alcohol liquor stores open, keep firearms sellers open, paid sick leave",BU COVID-19 State Policy Database,
NM,,,state,3/19/2020,Gyms,start,Other measures and details for this policy include: religious gatherings exempt without clear social distance mandate,BU COVID-19 State Policy Database,
MD,,,state,3/30/2020,Shelter in Place,start,State Policy Start,wikidata,
MO,Linn County,29115,county,4/3/2020,Shelter in Place,start,Linn County Policy Start,wikidata,
NJ,,,state,3/9/2020,State of Emergency,start,"Other measures and details for this policy include: alcohol liquor stores open, keep firearms sellers open, paid sick leave",BU COVID-19 State Policy Database,
